,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
347,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})","frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",0.033,0.0255,0.02,0.6060606060606061,23.767082590612006,1.0,0.019158500000000002,2.4737307692307695,0.9906153050672183,0.5194805194805195,0.5957522894413608,0.6951871657754012
338,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})","frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})",0.0255,0.033,0.02,0.7843137254901962,23.767082590612006,1.0,0.019158500000000002,4.483363636363638,0.9829912775782453,0.5194805194805195,0.7769531804448772,0.6951871657754012
278,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})","frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH'})",0.0275,0.0315,0.02,0.7272727272727273,23.08802308802309,1.0,0.01913375,3.551166666666667,0.9837403598971722,0.5128205128205129,0.7184024029661614,0.6810966810966811
279,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH'})","frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.0315,0.0275,0.02,0.6349206349206349,23.088023088023085,1.0,0.01913375,2.663804347826087,0.9878033040784718,0.5128205128205129,0.6245970539029665,0.6810966810966811
42,frozenset({'EDWARDIAN PARASOL RED'}),frozenset({'EDWARDIAN PARASOL NATURAL'}),0.0315,0.0295,0.021,0.6666666666666667,22.59887005649718,1.0,0.020070750000000002,2.9115000000000006,0.9868353123386681,0.5250000000000001,0.6565344324231497,0.6892655367231639
43,frozenset({'EDWARDIAN PARASOL NATURAL'}),frozenset({'EDWARDIAN PARASOL RED'}),0.0295,0.0315,0.021,0.7118644067796611,22.598870056497177,1.0,0.020070750000000002,3.361264705882354,0.9848016486347243,0.5250000000000001,0.7024929342071875,0.6892655367231639
265,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH'})","frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",0.0315,0.03,0.021,0.6666666666666667,22.222222222222225,1.0,0.020055,2.9100000000000006,0.9860609189468249,0.5185185185185186,0.6563573883161513,0.6833333333333333
264,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})","frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH'})",0.03,0.0315,0.021,0.7000000000000001,22.222222222222225,1.0,0.020055,3.228333333333334,0.9845360824742269,0.5185185185185186,0.6902426432627776,0.6833333333333333
16,frozenset({'PINK 3 PIECE MINI DOTS CUTLERY SET'}),frozenset({'BLUE 3 PIECE MINI DOTS CUTLERY SET'}),0.035,0.0295,0.022,0.6285714285714284,21.307506053268764,1.0,0.0209675,2.6128846153846146,0.9876354215732455,0.5176470588235293,0.6172812247000808,0.6871670702179176
17,frozenset({'BLUE 3 PIECE MINI DOTS CUTLERY SET'}),frozenset({'PINK 3 PIECE MINI DOTS CUTLERY SET'}),0.0295,0.035,0.022,0.7457627118644068,21.307506053268764,1.0,0.0209675,3.7956666666666665,0.9820383120228562,0.5176470588235293,0.7365416703258101,0.6871670702179176
276,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})","frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.033,0.0285,0.02,0.6060606060606061,21.26528442317916,1.0,0.0190595,2.4661153846153847,0.9854963805584281,0.48192771084337355,0.5945039691823016,0.6539074960127591
281,"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})","frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})",0.0285,0.033,0.02,0.7017543859649122,21.265284423179157,1.0,0.0190595,3.242294117647058,0.9809315491507977,0.48192771084337355,0.6915764074094232,0.6539074960127591
249,"frozenset({'RED HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})","frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.0245,0.0395,0.0205,0.8367346938775511,21.18315680702661,1.0,0.01953225,5.883062500000001,0.9767223812678926,0.471264367816092,0.830020503776732,0.6778610178248514
252,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})","frozenset({'RED HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})",0.0395,0.0245,0.0205,0.5189873417721519,21.183156807026606,1.0,0.01953225,2.028013157894737,0.9919757240258502,0.471264367816092,0.5069065523035898,0.6778610178248514
349,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})","frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",0.0395,0.0245,0.02,0.5063291139240507,20.666494445879618,1.0,0.01903225,1.9760128205128207,0.9907470067673086,0.4545454545454546,0.493930408943158,0.6613278222681478
336,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})","frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.0245,0.0395,0.02,0.8163265306122449,20.666494445879618,1.0,0.01903225,5.22938888888889,0.9755125576627371,0.4545454545454546,0.8087730667488234,0.6613278222681478
342,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})","frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})",0.023,0.043,0.02,0.8695652173913044,20.222446916076848,1.0,0.019011,7.337000000000004,0.9729273285568066,0.4347826086956522,0.8637045113806734,0.667340748230536
343,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})","frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.043,0.023,0.02,0.4651162790697675,20.222446916076848,1.0,0.019011,1.8265652173913045,0.9932601880877743,0.4347826086956522,0.45252433886363097,0.667340748230536
267,"frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})","frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})",0.0325,0.033,0.021,0.6461538461538462,19.58041958041958,1.0,0.0199275,2.7328260869565217,0.9808047249907714,0.4719101123595506,0.634078434492085,0.6412587412587413
262,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})","frozenset({'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",0.033,0.0325,0.021,0.6363636363636364,19.58041958041958,1.0,0.0199275,2.660625,0.9813118629044171,0.4719101123595506,0.6241484613577637,0.6412587412587413
335,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})","frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH'})",0.032,0.032,0.02,0.625,19.53125,1.0,0.018976,2.5813333333333333,0.9801652892561984,0.4545454545454546,0.612603305785124,0.625
350,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH'})","frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})",0.032,0.032,0.02,0.625,19.53125,1.0,0.018976,2.5813333333333333,0.9801652892561984,0.4545454545454546,0.612603305785124,0.625
251,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})","frozenset({'RED HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.043,0.0245,0.0205,0.4767441860465117,19.458946369245375,1.0,0.019446500000000002,1.864288888888889,0.9912327649922268,0.43617021276595747,0.4636024459728464,0.6567394399620314
250,"frozenset({'RED HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})","frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})",0.0245,0.043,0.0205,0.8367346938775511,19.458946369245375,1.0,0.019446500000000002,5.861625000000001,0.9724343988698729,0.43617021276595747,0.8293988441771694,0.6567394399620314
330,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.021,0.05,0.02,0.9523809523809523,19.047619047619044,1.0,0.01895,19.949999999999978,0.9678243105209398,0.39215686274509803,0.9498746867167919,0.6761904761904761
355,frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",0.05,0.021,0.02,0.39999999999999997,19.047619047619044,1.0,0.01895,1.6316666666666664,0.9973684210526317,0.39215686274509803,0.3871297242083758,0.6761904761904761
69,frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO BAG SCANDINAVIAN PAISLEY'}),0.0365,0.03,0.02,0.5479452054794521,18.264840182648406,1.0,0.018905,2.145757575757576,0.9810586403736378,0.43010752688172044,0.5339641293602599,0.6073059360730595
68,frozenset({'JUMBO BAG SCANDINAVIAN PAISLEY'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.03,0.0365,0.02,0.6666666666666667,18.264840182648406,1.0,0.018905,2.8905000000000007,0.9744845360824743,0.43010752688172044,0.6540390935824253,0.6073059360730595
39,frozenset({'EDWARDIAN PARASOL RED'}),frozenset({'EDWARDIAN PARASOL BLACK'}),0.0315,0.0435,0.025,0.7936507936507937,18.244845831052732,1.0,0.02362975,4.635346153846156,0.9759318533815178,0.5000000000000001,0.7842663812344942,0.6841817186644774
38,frozenset({'EDWARDIAN PARASOL BLACK'}),frozenset({'EDWARDIAN PARASOL RED'}),0.0435,0.0315,0.025,0.574712643678161,18.24484583105273,1.0,0.02362975,2.2772837837837843,0.9881756403554626,0.5000000000000001,0.5608803755066195,0.6841817186644774
356,frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})",0.051,0.0215,0.02,0.3921568627450981,18.239854081167355,1.0,0.0189035,1.6097903225806454,0.9959694415173868,0.38095238095238104,0.37880108609616564,0.6611947104423166
329,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})",frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),0.0215,0.051,0.02,0.930232558139535,18.239854081167355,1.0,0.0189035,13.602333333333352,0.9659427695452223,0.38095238095238104,0.9264832014115226,0.6611947104423166
293,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})","frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.043,0.0275,0.0215,0.5,18.181818181818183,1.0,0.0203175,1.945,0.9874608150470221,0.4387755102040816,0.4858611825192802,0.6409090909090909
292,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})","frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})",0.0275,0.043,0.0215,0.7818181818181817,18.18181818181818,1.0,0.0203175,4.386249999999999,0.9717223650385604,0.4387755102040816,0.7720148190367625,0.6409090909090909
291,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})","frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.03,0.0395,0.0215,0.7166666666666667,18.143459915611814,1.0,0.020315,3.39,0.9741069287940542,0.4479166666666666,0.7050147492625369,0.6304852320675105
294,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})","frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",0.0395,0.03,0.0215,0.5443037974683543,18.14345991561181,1.0,0.020315,2.128611111111111,0.9837415105988887,0.4479166666666666,0.5302101004828395,0.6304852320675105
126,frozenset({'VINTAGE HEADS AND TAILS CARD GAME '}),frozenset({'VINTAGE SNAP CARDS'}),0.0335,0.0395,0.0235,0.7014925373134328,17.75930474211222,1.0,0.02217675,3.217674999999999,0.9764009201880001,0.47474747474747464,0.6892165927261142,0.6482146230870961
127,frozenset({'VINTAGE SNAP CARDS'}),frozenset({'VINTAGE HEADS AND TAILS CARD GAME '}),0.0395,0.0335,0.0235,0.5949367088607594,17.75930474211222,1.0,0.02217675,2.386046875,0.9825002492053119,0.47474747474747464,0.5808967499852659,0.6482146230870961
339,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH'})","frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",0.024,0.0475,0.02,0.8333333333333334,17.54385964912281,1.0,0.018860000000000002,5.715000000000002,0.966188524590164,0.3883495145631068,0.8250218722659668,0.6271929824561404
346,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})","frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH'})",0.0475,0.024,0.02,0.42105263157894735,17.543859649122805,1.0,0.018860000000000002,1.6858181818181817,0.9900262467191602,0.3883495145631068,0.40681622088006897,0.6271929824561404
284,frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.051,0.0225,0.02,0.3921568627450981,17.42919389978214,1.0,0.0188525,1.6081451612903228,0.9932824025289779,0.3738317757009346,0.3781655884860338,0.6405228758169935
273,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN PICTURE FRAME WHITE FINISH'})",frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),0.0225,0.051,0.02,0.888888888888889,17.42919389978214,1.0,0.0188525,8.541000000000004,0.9643222506393861,0.3738317757009346,0.8829176911368692,0.6405228758169935
275,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.023,0.05,0.02,0.8695652173913044,17.391304347826086,1.0,0.01885,7.283333333333338,0.9646878198567043,0.3773584905660377,0.862700228832952,0.6347826086956522
282,frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH'})",0.05,0.023,0.02,0.39999999999999997,17.391304347826086,1.0,0.01885,1.628333333333333,0.9921052631578947,0.3773584905660377,0.38587512794268164,0.6347826086956522
324,frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",0.05,0.0255,0.022,0.43999999999999995,17.254901960784313,1.0,0.020725,1.7401785714285714,0.9916267942583733,0.411214953271028,0.4253463314520266,0.6513725490196078
325,frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",0.051,0.025,0.022,0.43137254901960786,17.254901960784313,1.0,0.020725,1.714655172413793,0.9926717118497942,0.4074074074074074,0.4167923579688286,0.6556862745098039
316,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WOODEN PICTURE FRAME WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),0.025,0.051,0.022,0.8799999999999999,17.254901960784313,1.0,0.020725,7.908333333333326,0.9662004662004664,0.4074074074074074,0.8735511064278186,0.6556862745098039
317,"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.0255,0.05,0.022,0.8627450980392157,17.254901960784313,1.0,0.020725,6.9214285714285735,0.9666962078455152,0.411214953271028,0.8555211558307534,0.6513725490196078
91,frozenset({'RED 3 PIECE MINI DOTS CUTLERY SET'}),frozenset({'PINK 3 PIECE MINI DOTS CUTLERY SET'}),0.034,0.035,0.0205,0.6029411764705882,17.22689075630252,1.0,0.01931,2.4303703703703703,0.9751047821037216,0.422680412371134,0.5885400792441329,0.5943277310924369
90,frozenset({'PINK 3 PIECE MINI DOTS CUTLERY SET'}),frozenset({'RED 3 PIECE MINI DOTS CUTLERY SET'}),0.035,0.034,0.0205,0.5857142857142856,17.226890756302517,1.0,0.01931,2.331724137931034,0.9761152533805131,0.422680412371134,0.5711328009464655,0.5943277310924369
259,"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})",frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),0.024,0.051,0.021,0.875,17.15686274509804,1.0,0.019776000000000002,7.592,0.9648711943793912,0.38888888888888895,0.8682824025289778,0.6433823529411765
270,frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),"frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER', 'WOODEN FRAME ANTIQUE WHITE '})",0.051,0.024,0.021,0.411764705882353,17.15686274509804,1.0,0.019776000000000002,1.6592000000000002,0.9923227457474034,0.38888888888888895,0.3972999035679846,0.6433823529411765
37,frozenset({'EDWARDIAN PARASOL NATURAL'}),frozenset({'EDWARDIAN PARASOL BLACK'}),0.0295,0.0435,0.022,0.7457627118644068,17.143970387687514,1.0,0.02071675,3.7622333333333335,0.9702941314224158,0.43137254901960786,0.7342004305953025,0.6257549191505942
36,frozenset({'EDWARDIAN PARASOL BLACK'}),frozenset({'EDWARDIAN PARASOL NATURAL'}),0.0435,0.0295,0.022,0.5057471264367817,17.143970387687514,1.0,0.02071675,1.9635697674418606,0.9844960319346101,0.43137254901960786,0.49072346876535977,0.6257549191505942
268,frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",0.05,0.0245,0.021,0.42,17.142857142857142,1.0,0.019775,1.6818965517241378,0.9912280701754387,0.3925233644859813,0.40543311122501274,0.6385714285714286
261,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'WOOD S/3 CABINET ANT WHITE FINISH', 'WOODEN FRAME ANTIQUE WHITE '})",frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.0245,0.05,0.021,0.8571428571428572,17.142857142857142,1.0,0.019775,6.650000000000003,0.9653169314881256,0.3925233644859813,0.849624060150376,0.6385714285714286
